_id,year,county,hospital,oshpdid,system,type of report,performance measure,# of adverse events,# of cases,risk-adjusted rate,hospital ratings,latitude,longitude
3888,2017,Ventura,Community Memorial Hospital – San Buenaventura,106560473,Independent/Other,IMI,Acute Stroke Hemorrhagic,7.0,40.0,23.3,As Expected,34.27458,-119.258
3889,2017,Ventura,Community Memorial Hospital – San Buenaventura,106560473,Independent/Other,IMI,Acute Stroke,12.0,232.0,7.2,As Expected,34.27458,-119.258
3890,2017,Ventura,Community Memorial Hospital – San Buenaventura,106560473,Independent/Other,IMI,AMI,17.0,250.0,7.5,As Expected,34.27458,-119.258
3891,2017,Ventura,Community Memorial Hospital – San Buenaventura,106560473,Independent/Other,CABG,Isolated CABG Operative Mor,2.0,76.0,3.82,As Expected,34.27,-119.26
3892,2017,Ventura,Ventura County Medical Center,106560481,Independent/Other,IMI,Pneumonia,2.0,143.0,2.1,As Expected,34.27693,-119.253
3893,2017,Ventura,Ventura County Medical Center,106560481,Independent/Other,IMI,Pancreatic Resection,1.0,9.0,56.0,As Expected,34.27693,-119.253
3895,2017,Ventura,Ventura County Medical Center,106560481,Independent/Other,IMI,Hip Fracture,1.0,53.0,2.3,As Expected,34.27693,-119.253
3896,2017,Ventura,Ventura County Medical Center,106560481,Independent/Other,IMI,Heart Failure,3.0,177.0,2.6,As Expected,34.27693,-119.253
3897,2017,Ventura,Ventura County Medical Center,106560481,Independent/Other,IMI,GI Hemorrhage,2.0,129.0,2.4,As Expected,34.27693,-119.253
3900,2017,Ventura,Ventura County Medical Center,106560481,Independent/Other,IMI,Acute Stroke Ischemic,1.0,86.0,3.2,As Expected,34.27693,-119.253
3901,2017,Ventura,Ventura County Medical Center,106560481,Independent/Other,IMI,Acute Stroke Hemorrhagic,2.0,14.0,17.0,As Expected,34.27693,-119.253
3902,2017,Ventura,Ventura County Medical Center,106560481,Independent/Other,IMI,Acute Stroke,4.0,101.0,7.6,As Expected,34.27693,-119.253
3903,2017,Ventura,Ventura County Medical Center,106560481,Independent/Other,IMI,AMI,7.0,59.0,11.8,As Expected,34.27693,-119.253
3904,2017,Ventura,Los Robles Hospital & Medical Center,106560492,HCA Healthcare Corporation,IMI,Pneumonia,4.0,140.0,2.4,As Expected,34.20762,-118.882
3905,2017,Ventura,Los Robles Hospital & Medical Center,106560492,HCA Healthcare Corporation,IMI,Pancreatic Resection,1.0,9.0,11.1,As Expected,34.20762,-118.882
3906,2017,Ventura,Los Robles Hospital & Medical Center,106560492,HCA Healthcare Corporation,IMI,PCI,4.0,246.0,1.9,As Expected,34.20762,-118.882
3907,2017,Ventura,Los Robles Hospital & Medical Center,106560492,HCA Healthcare Corporation,IMI,Hip Fracture,7.0,178.0,4.2,As Expected,34.20762,-118.882
3908,2017,Ventura,Los Robles Hospital & Medical Center,106560492,HCA Healthcare Corporation,IMI,Heart Failure,22.0,421.0,3.4,As Expected,34.20762,-118.882
3909,2017,Ventura,Los Robles Hospital & Medical Center,106560492,HCA Healthcare Corporation,IMI,GI Hemorrhage,5.0,217.0,2.7,As Expected,34.20762,-118.882
3910,2017,Ventura,Los Robles Hospital & Medical Center,106560492,HCA Healthcare Corporation,IMI,Carotid Endarterectomy,0.0,16.0,0.0,As Expected,34.20762,-118.882
3911,2017,Ventura,Los Robles Hospital & Medical Center,106560492,HCA Healthcare Corporation,IMI,Acute Stroke Subarachnoid,7.0,30.0,25.2,As Expected,34.20762,-118.882
3912,2017,Ventura,Los Robles Hospital & Medical Center,106560492,HCA Healthcare Corporation,IMI,Acute Stroke Ischemic,23.0,303.0,5.7,As Expected,34.20762,-118.882
3913,2017,Ventura,Los Robles Hospital & Medical Center,106560492,HCA Healthcare Corporation,IMI,Acute Stroke Hemorrhagic,27.0,92.0,29.3,Worse,34.20762,-118.882
3914,2017,Ventura,Los Robles Hospital & Medical Center,106560492,HCA Healthcare Corporation,IMI,Acute Stroke,57.0,425.0,11.2,Worse,34.20762,-118.882
3915,2017,Ventura,Los Robles Hospital & Medical Center,106560492,HCA Healthcare Corporation,IMI,AMI,10.0,277.0,4.5,As Expected,34.20762,-118.882
3916,2017,Ventura,Los Robles Hospital & Medical Center,106560492,HCA Healthcare Corporation,CABG,Isolated CABG Operative Mor,3.0,74.0,2.41,As Expected,34.21,-118.89
3917,2017,Ventura,Ojai Valley Community Hospital,106560501,Independent/Other,IMI,Pneumonia,1.0,21.0,3.6,As Expected,34.44221,-119.263
3921,2017,Ventura,Ojai Valley Community Hospital,106560501,Independent/Other,IMI,Heart Failure,1.0,16.0,3.9,As Expected,34.44221,-119.263
3922,2017,Ventura,Ojai Valley Community Hospital,106560501,Independent/Other,IMI,GI Hemorrhage,1.0,9.0,37.4,As Expected,34.44221,-119.263
3927,2017,Ventura,Ojai Valley Community Hospital,106560501,Independent/Other,IMI,Acute Stroke,0.0,3.0,0.0,As Expected,34.44221,-119.263
3929,2017,Ventura,St. John's Hospital Camarillo,106560508,Dignity Health,IMI,Pneumonia,4.0,105.0,2.8,As Expected,34.24177,-119.018
3932,2017,Ventura,St. John's Hospital Camarillo,106560508,Dignity Health,IMI,Hip Fracture,0.0,76.0,0.0,As Expected,34.24177,-119.018
3933,2017,Ventura,St. John's Hospital Camarillo,106560508,Dignity Health,IMI,Heart Failure,7.0,208.0,2.2,As Expected,34.24177,-119.018
3934,2017,Ventura,St. John's Hospital Camarillo,106560508,Dignity Health,IMI,GI Hemorrhage,0.0,83.0,0.0,As Expected,34.24177,-119.018
3937,2017,Ventura,St. John's Hospital Camarillo,106560508,Dignity Health,IMI,Acute Stroke Ischemic,8.0,81.0,16.0,Worse,34.24177,-119.018
3938,2017,Ventura,St. John's Hospital Camarillo,106560508,Dignity Health,IMI,Acute Stroke Hemorrhagic,3.0,8.0,27.1,As Expected,34.24177,-119.018
3939,2017,Ventura,St. John's Hospital Camarillo,106560508,Dignity Health,IMI,Acute Stroke,11.0,89.0,20.4,Worse,34.24177,-119.018
3940,2017,Ventura,St. John's Hospital Camarillo,106560508,Dignity Health,IMI,AMI,1.0,9.0,5.4,As Expected,34.24177,-119.018
3941,2017,Ventura,Adventist Health Simi Valley,106560525,Adventist Health Systems,IMI,Pneumonia,1.0,183.0,0.5,As Expected,34.28973,-118.743
3943,2017,Ventura,Adventist Health Simi Valley,106560525,Adventist Health Systems,IMI,PCI,5.0,162.0,4.1,As Expected,34.28973,-118.743
3944,2017,Ventura,Adventist Health Simi Valley,106560525,Adventist Health Systems,IMI,Hip Fracture,1.0,68.0,1.1,As Expected,34.28973,-118.743
3945,2017,Ventura,Adventist Health Simi Valley,106560525,Adventist Health Systems,IMI,Heart Failure,8.0,213.0,2.3,As Expected,34.28973,-118.743
3946,2017,Ventura,Adventist Health Simi Valley,106560525,Adventist Health Systems,IMI,GI Hemorrhage,1.0,160.0,0.7,As Expected,34.28973,-118.743
3949,2017,Ventura,Adventist Health Simi Valley,106560525,Adventist Health Systems,IMI,Acute Stroke Ischemic,3.0,98.0,5.8,As Expected,34.28973,-118.743
3950,2017,Ventura,Adventist Health Simi Valley,106560525,Adventist Health Systems,IMI,Acute Stroke Hemorrhagic,6.0,21.0,32.6,As Expected,34.28973,-118.743
3951,2017,Ventura,Adventist Health Simi Valley,106560525,Adventist Health Systems,IMI,Acute Stroke,9.0,120.0,12.2,As Expected,34.28973,-118.743
3952,2017,Ventura,Adventist Health Simi Valley,106560525,Adventist Health Systems,IMI,AMI,7.0,130.0,4.7,As Expected,34.28973,-118.743
3953,2017,Ventura,St. John's Regional Medical Center,106560529,Dignity Health,IMI,Pneumonia,4.0,213.0,1.2,As Expected,34.21687,-119.158
3955,2017,Ventura,St. John's Regional Medical Center,106560529,Dignity Health,IMI,PCI,8.0,198.0,2.7,As Expected,34.21687,-119.158
3956,2017,Ventura,St. John's Regional Medical Center,106560529,Dignity Health,IMI,Hip Fracture,3.0,103.0,3.0,As Expected,34.21687,-119.158
3957,2017,Ventura,St. John's Regional Medical Center,106560529,Dignity Health,IMI,Heart Failure,9.0,543.0,1.3,Better,34.21687,-119.158
3958,2017,Ventura,St. John's Regional Medical Center,106560529,Dignity Health,IMI,GI Hemorrhage,6.0,248.0,1.7,As Expected,34.21687,-119.158
3959,2017,Ventura,St. John's Regional Medical Center,106560529,Dignity Health,IMI,Carotid Endarterectomy,0.0,43.0,0.0,As Expected,34.21687,-119.158
3960,2017,Ventura,St. John's Regional Medical Center,106560529,Dignity Health,IMI,Acute Stroke Subarachnoid,1.0,3.0,13.8,As Expected,34.21687,-119.158
3961,2017,Ventura,St. John's Regional Medical Center,106560529,Dignity Health,IMI,Acute Stroke Ischemic,9.0,202.0,3.2,As Expected,34.21687,-119.158
3962,2017,Ventura,St. John's Regional Medical Center,106560529,Dignity Health,IMI,Acute Stroke Hemorrhagic,7.0,44.0,13.8,As Expected,34.21687,-119.158
3963,2017,Ventura,St. John's Regional Medical Center,106560529,Dignity Health,IMI,Acute Stroke,17.0,249.0,5.8,Better,34.21687,-119.158
3964,2017,Ventura,St. John's Regional Medical Center,106560529,Dignity Health,IMI,AMI,18.0,287.0,5.2,As Expected,34.21687,-119.158
3965,2017,Ventura,St. John's Regional Medical Center,106560529,Dignity Health,CABG,Isolated CABG Operative Mor,4.0,56.0,5.55,As Expected,34.22,-119.16
3966,2017,Yolo,Woodland Memorial Hospital,106571086,Dignity Health,IMI,Pneumonia,2.0,63.0,2.8,As Expected,38.66284,-121.793
3969,2017,Yolo,Woodland Memorial Hospital,106571086,Dignity Health,IMI,Hip Fracture,0.0,45.0,0.0,As Expected,38.66284,-121.793
3970,2017,Yolo,Woodland Memorial Hospital,106571086,Dignity Health,IMI,Heart Failure,5.0,98.0,3.5,As Expected,38.66284,-121.793
3971,2017,Yolo,Woodland Memorial Hospital,106571086,Dignity Health,IMI,GI Hemorrhage,3.0,71.0,4.8,As Expected,38.66284,-121.793
3974,2017,Yolo,Woodland Memorial Hospital,106571086,Dignity Health,IMI,Acute Stroke Ischemic,4.0,57.0,5.9,As Expected,38.66284,-121.793
3976,2017,Yolo,Woodland Memorial Hospital,106571086,Dignity Health,IMI,Acute Stroke,5.0,59.0,11.2,As Expected,38.66284,-121.793
3977,2017,Yolo,Woodland Memorial Hospital,106571086,Dignity Health,IMI,AMI,0.0,20.0,0.0,As Expected,38.66284,-121.793
3978,2017,Yolo,Sutter Davis Hospital,106574010,Sutter Health,IMI,Pneumonia,1.0,57.0,1.7,As Expected,38.56289,-121.771
3981,2017,Yolo,Sutter Davis Hospital,106574010,Sutter Health,IMI,Hip Fracture,0.0,48.0,0.0,As Expected,38.56289,-121.771
3982,2017,Yolo,Sutter Davis Hospital,106574010,Sutter Health,IMI,Heart Failure,3.0,104.0,2.0,As Expected,38.56289,-121.771
3983,2017,Yolo,Sutter Davis Hospital,106574010,Sutter Health,IMI,GI Hemorrhage,1.0,107.0,1.0,As Expected,38.56289,-121.771
3986,2017,Yolo,Sutter Davis Hospital,106574010,Sutter Health,IMI,Acute Stroke Ischemic,1.0,41.0,2.4,As Expected,38.56289,-121.771
3988,2017,Yolo,Sutter Davis Hospital,106574010,Sutter Health,IMI,Acute Stroke,1.0,41.0,4.3,As Expected,38.56289,-121.771
3989,2017,Yolo,Sutter Davis Hospital,106574010,Sutter Health,IMI,AMI,0.0,12.0,0.0,As Expected,38.56289,-121.771
3990,2017,Yuba,Adventist Health and Rideout,106580996,Adventist Health Systems,IMI,Pneumonia,10.0,301.0,3.0,As Expected,39.1388,-121.593
3992,2017,Yuba,Adventist Health and Rideout,106580996,Adventist Health Systems,IMI,PCI,5.0,159.0,2.9,As Expected,39.1388,-121.593
3993,2017,Yuba,Adventist Health and Rideout,106580996,Adventist Health Systems,IMI,Hip Fracture,5.0,131.0,2.9,As Expected,39.1388,-121.593
3994,2017,Yuba,Adventist Health and Rideout,106580996,Adventist Health Systems,IMI,Heart Failure,21.0,602.0,3.3,As Expected,39.1388,-121.593
3995,2017,Yuba,Adventist Health and Rideout,106580996,Adventist Health Systems,IMI,GI Hemorrhage,10.0,240.0,3.8,As Expected,39.1388,-121.593
3996,2017,Yuba,Adventist Health and Rideout,106580996,Adventist Health Systems,IMI,Carotid Endarterectomy,0.0,52.0,0.0,As Expected,39.1388,-121.593
3998,2017,Yuba,Adventist Health and Rideout,106580996,Adventist Health Systems,IMI,Acute Stroke Ischemic,5.0,192.0,3.5,As Expected,39.1388,-121.593
3999,2017,Yuba,Adventist Health and Rideout,106580996,Adventist Health Systems,IMI,Acute Stroke Hemorrhagic,14.0,41.0,28.1,As Expected,39.1388,-121.593
4000,2017,Yuba,Adventist Health and Rideout,106580996,Adventist Health Systems,IMI,Acute Stroke,19.0,234.0,9.6,As Expected,39.1388,-121.593
4001,2017,Yuba,Adventist Health and Rideout,106580996,Adventist Health Systems,IMI,AMI,18.0,253.0,5.7,As Expected,39.1388,-121.593
4002,2017,Yuba,Adventist Health and Rideout,106580996,Adventist Health Systems,CABG,Isolated CABG Operative Mor,0.0,58.0,0.0,As Expected,39.14,-121.59
4004,2018,Alameda,Alameda Hospital,106010735,Alameda Health System,IMI,Hip Fracture,1.0,28.0,4.1,As Expected,37.76266,-122.253
4005,2018,Alameda,Alameda Hospital,106010735,Alameda Health System,IMI,Heart Failure,6.0,203.0,2.8,As Expected,37.76266,-122.253
4006,2018,Alameda,Alameda Hospital,106010735,Alameda Health System,IMI,Carotid Endarterectomy,0.0,3.0,0.0,As Expected,37.76266,-122.253
4007,2018,Alameda,Alameda Hospital,106010735,Alameda Health System,IMI,AMI,1.0,12.0,13.1,As Expected,37.76266,-122.253
4009,2018,Alameda,Alameda Hospital,106010735,Alameda Health System,IMI,Acute Stroke Ischemic,4.0,88.0,5.3,As Expected,37.76266,-122.253
4010,2018,Alameda,Alameda Hospital,106010735,Alameda Health System,IMI,Acute Stroke,6.0,102.0,8.1,As Expected,37.76266,-122.253
4012,2018,Alameda,Alameda Hospital,106010735,Alameda Health System,IMI,Acute Stroke Hemorrhagic,2.0,12.0,20.2,As Expected,37.76266,-122.253
4013,2018,Alameda,Alameda Hospital,106010735,Alameda Health System,IMI,Pneumonia,1.0,110.0,0.9,As Expected,37.76266,-122.253
4014,2018,Alameda,Alameda Hospital,106010735,Alameda Health System,IMI,GI Hemorrhage,1.0,63.0,1.4,As Expected,37.76266,-122.253
4015,2018,Alameda,Alta Bates Summit Medical Center – Alta Bates Campus,106010739,Sutter Health,IMI,Pneumonia,1.0,74.0,1.3,As Expected,37.85645,-122.257
4016,2018,Alameda,Alta Bates Summit Medical Center – Alta Bates Campus,106010739,Sutter Health,IMI,Heart Failure,10.0,324.0,2.2,As Expected,37.85645,-122.257
4017,2018,Alameda,Alta Bates Summit Medical Center – Alta Bates Campus,106010739,Sutter Health,IMI,Hip Fracture,1.0,92.0,0.8,As Expected,37.85645,-122.257
4018,2018,Alameda,Alta Bates Summit Medical Center – Alta Bates Campus,106010739,Sutter Health,IMI,Acute Stroke Subarachnoid,1.0,3.0,24.0,As Expected,37.85645,-122.257
4019,2018,Alameda,Alta Bates Summit Medical Center – Alta Bates Campus,106010739,Sutter Health,IMI,GI Hemorrhage,3.0,195.0,1.4,As Expected,37.85645,-122.257
4020,2018,Alameda,Alta Bates Summit Medical Center – Alta Bates Campus,106010739,Sutter Health,IMI,AMI,1.0,22.0,4.5,As Expected,37.85645,-122.257
4021,2018,Alameda,Alta Bates Summit Medical Center – Alta Bates Campus,106010739,Sutter Health,IMI,Acute Stroke Ischemic,1.0,98.0,0.8,Better,37.85645,-122.257
4024,2018,Alameda,Alta Bates Summit Medical Center – Alta Bates Campus,106010739,Sutter Health,IMI,Acute Stroke,26.0,202.0,6.8,As Expected,37.85645,-122.257
4025,2018,Alameda,Alta Bates Summit Medical Center – Alta Bates Campus,106010739,Sutter Health,IMI,Acute Stroke Hemorrhagic,24.0,101.0,18.3,As Expected,37.85645,-122.257
4026,2018,Alameda,Alta Bates Summit Medical Center – Alta Bates Campus,106010739,Sutter Health,IMI,Pancreatic Resection,0.0,4.0,0.0,As Expected,37.85645,-122.257
4027,2018,Alameda,Highland Hospital,106010846,Alameda Health System,IMI,AMI,11.0,163.0,8.4,As Expected,37.79925,-122.231
4028,2018,Alameda,Highland Hospital,106010846,Alameda Health System,IMI,Heart Failure,7.0,355.0,2.5,As Expected,37.79925,-122.231
4029,2018,Alameda,Highland Hospital,106010846,Alameda Health System,IMI,Acute Stroke Ischemic,7.0,107.0,6.4,As Expected,37.79925,-122.231
4031,2018,Alameda,Highland Hospital,106010846,Alameda Health System,IMI,GI Hemorrhage,2.0,133.0,0.8,As Expected,37.79925,-122.231
4032,2018,Alameda,Highland Hospital,106010846,Alameda Health System,IMI,Hip Fracture,1.0,48.0,1.3,As Expected,37.79925,-122.231
4033,2018,Alameda,Highland Hospital,106010846,Alameda Health System,Elective PCI,Elective PCI Stroke,0.0,9.0,0.0,As Expected,37.79925,-122.23138
4035,2018,Alameda,Highland Hospital,106010846,Alameda Health System,Elective PCI,Elective PCI Mortality,0.0,9.0,0.0,As Expected,37.79925,-122.23138
4037,2018,Alameda,Highland Hospital,106010846,Alameda Health System,IMI,Acute Stroke Subarachnoid,3.0,7.0,26.4,As Expected,37.79925,-122.231
4038,2018,Alameda,Highland Hospital,106010846,Alameda Health System,IMI,Pneumonia,2.0,134.0,2.0,As Expected,37.79925,-122.231
4039,2018,Alameda,Highland Hospital,106010846,Alameda Health System,IMI,Acute Stroke,22.0,158.0,10.7,As Expected,37.79925,-122.231
4040,2018,Alameda,Highland Hospital,106010846,Alameda Health System,IMI,PCI,6.0,136.0,5.0,As Expected,37.79925,-122.231
4041,2018,Alameda,Highland Hospital,106010846,Alameda Health System,IMI,Acute Stroke Hemorrhagic,12.0,44.0,24.0,As Expected,37.79925,-122.231
4042,2018,Alameda,Alta Bates Summit Medical Center,106010937,Sutter Health,IMI,GI Hemorrhage,7.0,322.0,1.7,As Expected,37.82106,-122.262
4043,2018,Alameda,Alta Bates Summit Medical Center,106010937,Sutter Health,IMI,Pancreatic Resection,2.0,13.0,8.1,As Expected,37.82106,-122.262
4044,2018,Alameda,Alta Bates Summit Medical Center,106010937,Sutter Health,IMI,PCI,11.0,344.0,3.0,As Expected,37.82106,-122.262
4045,2018,Alameda,Alta Bates Summit Medical Center,106010937,Sutter Health,IMI,Acute Stroke Hemorrhagic,4.0,8.0,31.8,As Expected,37.82106,-122.262
4046,2018,Alameda,Alta Bates Summit Medical Center,106010937,Sutter Health,IMI,Hip Fracture,4.0,112.0,2.3,As Expected,37.82106,-122.262
4047,2018,Alameda,Alta Bates Summit Medical Center,106010937,Sutter Health,IMI,AMI,17.0,420.0,3.9,As Expected,37.82106,-122.262
4048,2018,Alameda,Alta Bates Summit Medical Center,106010937,Sutter Health,CABG,Isolated CABG Operative Mor,2.0,143.0,1.37,As Expected,37.82,-122.26
4049,2018,Alameda,Alta Bates Summit Medical Center,106010937,Sutter Health,IMI,Acute Stroke,11.0,314.0,4.4,Better,37.82106,-122.262
4050,2018,Alameda,Alta Bates Summit Medical Center,106010937,Sutter Health,IMI,Carotid Endarterectomy,0.0,13.0,0.0,As Expected,37.82106,-122.262
4051,2018,Alameda,Alta Bates Summit Medical Center,106010937,Sutter Health,IMI,Heart Failure,13.0,812.0,1.2,Better,37.82106,-122.262
4052,2018,Alameda,Alta Bates Summit Medical Center,106010937,Sutter Health,IMI,Acute Stroke Subarachnoid,0.0,3.0,0.0,As Expected,37.82106,-122.262
4053,2018,Alameda,Alta Bates Summit Medical Center,106010937,Sutter Health,IMI,Pneumonia,5.0,137.0,2.7,As Expected,37.82106,-122.262
4054,2018,Alameda,Alta Bates Summit Medical Center,106010937,Sutter Health,IMI,Acute Stroke Ischemic,7.0,303.0,1.9,Better,37.82106,-122.262
4055,2018,Alameda,St. Rose Hospital,106010967,Independent/Other,Elective PCI,Elective PCI Mortality,0.0,20.0,0.0,As Expected,37.63291,-122.08962
4056,2018,Alameda,St. Rose Hospital,106010967,Independent/Other,IMI,Pneumonia,5.0,170.0,3.2,As Expected,37.63291,-122.089
4057,2018,Alameda,St. Rose Hospital,106010967,Independent/Other,IMI,Acute Stroke,3.0,59.0,7.5,As Expected,37.63291,-122.089
4058,2018,Alameda,St. Rose Hospital,106010967,Independent/Other,IMI,Hip Fracture,0.0,25.0,0.0,As Expected,37.63291,-122.089
4060,2018,Alameda,St. Rose Hospital,106010967,Independent/Other,IMI,PCI,8.0,174.0,7.6,As Expected,37.63291,-122.089
4061,2018,Alameda,St. Rose Hospital,106010967,Independent/Other,IMI,Heart Failure,7.0,259.0,2.8,As Expected,37.63291,-122.089
4062,2018,Alameda,St. Rose Hospital,106010967,Independent/Other,IMI,AMI,12.0,185.0,8.8,As Expected,37.63291,-122.089
4064,2018,Alameda,St. Rose Hospital,106010967,Independent/Other,IMI,Acute Stroke Ischemic,1.0,53.0,2.4,As Expected,37.63291,-122.089
4066,2018,Alameda,St. Rose Hospital,106010967,Independent/Other,Elective PCI,Elective PCI Stroke,0.0,20.0,0.0,As Expected,37.63291,-122.08962
4067,2018,Alameda,St. Rose Hospital,106010967,Independent/Other,IMI,Acute Stroke Hemorrhagic,2.0,6.0,26.8,As Expected,37.63291,-122.089
4068,2018,Alameda,St. Rose Hospital,106010967,Independent/Other,IMI,GI Hemorrhage,3.0,100.0,2.6,As Expected,37.63291,-122.089
4070,2018,Alameda,Washington Hospital – Fremont,106010987,Independent/Other,IMI,AMI,17.0,257.0,6.9,As Expected,37.55847,-121.98
4071,2018,Alameda,Washington Hospital – Fremont,106010987,Independent/Other,IMI,Acute Stroke Ischemic,13.0,220.0,8.4,As Expected,37.55847,-121.98
4072,2018,Alameda,Washington Hospital – Fremont,106010987,Independent/Other,IMI,Acute Stroke,31.0,312.0,10.9,As Expected,37.55847,-121.98
4073,2018,Alameda,Washington Hospital – Fremont,106010987,Independent/Other,CABG,Isolated CABG Operative Mor,2.0,63.0,4.06,As Expected,37.56,-121.98
4074,2018,Alameda,Washington Hospital – Fremont,106010987,Independent/Other,IMI,PCI,4.0,214.0,2.8,As Expected,37.55847,-121.98
